Motor energy,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
Hybrid diesel-electric,Belgium,2024,6739.0
Hybrid diesel-electric,Bulgaria,2024,0.0
Hybrid diesel-electric,Switzerland,2013,705.0
Hybrid diesel-electric,Switzerland,2014,520.0
Hybrid diesel-electric,Switzerland,2015,844.0
Hybrid diesel-electric,Switzerland,2016,493.0
Hybrid diesel-electric,Switzerland,2017,182.0
Hybrid diesel-electric,Switzerland,2018,803.0
Hybrid diesel-electric,Switzerland,2019,3850.0
Hybrid diesel-electric,Switzerland,2020,5367.0
Hybrid diesel-electric,Switzerland,2021,9692.0
Hybrid diesel-electric,Switzerland,2022,10948.0
Hybrid diesel-electric,Switzerland,2023,13106.0
Hybrid diesel-electric,Switzerland,2024,13307.0
Hybrid diesel-electric,Czechia,2021,822.0
Hybrid diesel-electric,Czechia,2022,806.0
Hybrid diesel-electric,Czechia,2023,4119.0
Hybrid diesel-electric,Czechia,2024,229.0
Hybrid diesel-electric,Germany,2017,1228.0
Hybrid diesel-electric,Germany,2018,17312.0
Hybrid diesel-electric,Germany,2019,70102.0
Hybrid diesel-electric,Germany,2020,107009.0
Hybrid diesel-electric,Germany,2021,143234.0
Hybrid diesel-electric,Germany,2022,153135.0
Hybrid diesel-electric,Germany,2023,208149.0
Hybrid diesel-electric,Germany,2024,183998.0
Hybrid diesel-electric,Denmark,2020,1098.0
Hybrid diesel-electric,Denmark,2021,1616.0
Hybrid diesel-electric,Denmark,2022,6488.0
Hybrid diesel-electric,Denmark,2023,6855.0
Hybrid diesel-electric,Denmark,2024,5150.0
Hybrid diesel-electric,Estonia,2013,4.0
Hybrid diesel-electric,Estonia,2014,3.0
Hybrid diesel-electric,Estonia,2015,0.0
Hybrid diesel-electric,Estonia,2016,1.0
Hybrid diesel-electric,Estonia,2017,1.0
Hybrid diesel-electric,Estonia,2018,73.0
Hybrid diesel-electric,Estonia,2019,234.0
Hybrid diesel-electric,Estonia,2020,260.0
Hybrid diesel-electric,Estonia,2021,973.0
Hybrid diesel-electric,Estonia,2022,891.0
Hybrid diesel-electric,Estonia,2023,1227.0
Hybrid diesel-electric,Estonia,2024,1345.0
Hybrid diesel-electric,Greece,2021,1713.0
Hybrid diesel-electric,Greece,2022,1555.0
Hybrid diesel-electric,Greece,2023,1733.0
Hybrid diesel-electric,Greece,2024,2408.0
Hybrid diesel-electric,Spain,2014,139.0
Hybrid diesel-electric,Spain,2015,23.0
Hybrid diesel-electric,Spain,2016,34.0
Hybrid diesel-electric,Spain,2017,129.0
Hybrid diesel-electric,Spain,2018,1210.0
Hybrid diesel-electric,Spain,2019,14943.0
Hybrid diesel-electric,Spain,2020,26157.0
Hybrid diesel-electric,Spain,2021,38766.0
Hybrid diesel-electric,Spain,2022,32589.0
Hybrid diesel-electric,Spain,2023,40815.0
Hybrid diesel-electric,Spain,2024,42115.0
Hybrid diesel-electric,Finland,2014,75.0
Hybrid diesel-electric,Finland,2015,29.0
Hybrid diesel-electric,Finland,2016,11.0
Hybrid diesel-electric,Finland,2017,2.0
Hybrid diesel-electric,Finland,2018,224.0
Hybrid diesel-electric,Finland,2019,990.0
Hybrid diesel-electric,Finland,2020,1354.0
Hybrid diesel-electric,Finland,2021,2235.0
Hybrid diesel-electric,Finland,2022,1626.0
Hybrid diesel-electric,Finland,2023,1167.0
Hybrid diesel-electric,Finland,2024,411.0
Hybrid diesel-electric,France,2013,13694.0
Hybrid diesel-electric,France,2014,9313.0
Hybrid diesel-electric,France,2015,18870.0
Hybrid diesel-electric,France,2016,4522.0
Hybrid diesel-electric,France,2017,1031.0
Hybrid diesel-electric,France,2018,2794.0
Hybrid diesel-electric,France,2019,11434.0
Hybrid diesel-electric,France,2020,23578.0
Hybrid diesel-electric,France,2021,36979.0
Hybrid diesel-electric,France,2022,25547.0
Hybrid diesel-electric,France,2023,21958.0
Hybrid diesel-electric,France,2024,13871.0
Hybrid diesel-electric,Georgia,2024,0.0
Hybrid diesel-electric,Hungary,2013,0.0
Hybrid diesel-electric,Hungary,2014,0.0
Hybrid diesel-electric,Hungary,2015,6.0
Hybrid diesel-electric,Hungary,2016,12.0
Hybrid diesel-electric,Hungary,2017,17.0
Hybrid diesel-electric,Hungary,2018,247.0
Hybrid diesel-electric,Hungary,2019,1078.0
Hybrid diesel-electric,Hungary,2020,3559.0
Hybrid diesel-electric,Hungary,2021,7328.0
Hybrid diesel-electric,Hungary,2022,5602.0
Hybrid diesel-electric,Hungary,2023,5993.0
Hybrid diesel-electric,Hungary,2024,7457.0
Hybrid diesel-electric,Ireland,2017,1.0
Hybrid diesel-electric,Ireland,2018,1.0
Hybrid diesel-electric,Ireland,2019,1.0
Hybrid diesel-electric,Ireland,2020,520.0
Hybrid diesel-electric,Ireland,2021,2249.0
Hybrid diesel-electric,Ireland,2022,959.0
Hybrid diesel-electric,Ireland,2023,2450.0
Hybrid diesel-electric,Ireland,2024,1472.0
Hybrid diesel-electric,Iceland,2017,11.0
Hybrid diesel-electric,Iceland,2018,32.0
Hybrid diesel-electric,Iceland,2019,40.0
Hybrid diesel-electric,Iceland,2021,482.0
Hybrid diesel-electric,Iceland,2022,585.0
Hybrid diesel-electric,Iceland,2023,566.0
Hybrid diesel-electric,Iceland,2024,409.0
Hybrid diesel-electric,Italy,2021,50425.0
Hybrid diesel-electric,Italy,2022,54131.0
Hybrid diesel-electric,Italy,2023,72697.0
Hybrid diesel-electric,Italy,2024,83705.0
Hybrid diesel-electric,Liechtenstein,2013,1.0
Hybrid diesel-electric,Liechtenstein,2014,4.0
Hybrid diesel-electric,Liechtenstein,2015,3.0
Hybrid diesel-electric,Liechtenstein,2016,1.0
Hybrid diesel-electric,Liechtenstein,2017,3.0
Hybrid diesel-electric,Liechtenstein,2018,10.0
Hybrid diesel-electric,Liechtenstein,2019,42.0
Hybrid diesel-electric,Liechtenstein,2020,51.0
Hybrid diesel-electric,Liechtenstein,2021,104.0
Hybrid diesel-electric,Liechtenstein,2022,115.0
Hybrid diesel-electric,Liechtenstein,2023,118.0
Hybrid diesel-electric,Liechtenstein,2024,126.0
Hybrid diesel-electric,Lithuania,2014,0.0
Hybrid diesel-electric,Lithuania,2017,0.0
Hybrid diesel-electric,Lithuania,2018,0.0
Hybrid diesel-electric,Lithuania,2019,2.0
Hybrid diesel-electric,Lithuania,2020,5.0
Hybrid diesel-electric,Lithuania,2021,900.0
Hybrid diesel-electric,Lithuania,2022,794.0
Hybrid diesel-electric,Lithuania,2023,945.0
Hybrid diesel-electric,Lithuania,2024,1605.0
Hybrid diesel-electric,Luxembourg,2013,56.0
Hybrid diesel-electric,Luxembourg,2014,44.0
Hybrid diesel-electric,Luxembourg,2015,67.0
Hybrid diesel-electric,Luxembourg,2016,67.0
Hybrid diesel-electric,Luxembourg,2017,13.0
Hybrid diesel-electric,Luxembourg,2018,144.0
Hybrid diesel-electric,Luxembourg,2019,806.0
Hybrid diesel-electric,Luxembourg,2020,1203.0
Hybrid diesel-electric,Luxembourg,2021,2756.0
Hybrid diesel-electric,Luxembourg,2022,2692.0
Hybrid diesel-electric,Luxembourg,2023,2615.0
Hybrid diesel-electric,Luxembourg,2024,2152.0
Hybrid diesel-electric,Latvia,2014,0.0
Hybrid diesel-electric,Latvia,2015,0.0
Hybrid diesel-electric,Latvia,2016,0.0
Hybrid diesel-electric,Latvia,2017,1.0
Hybrid diesel-electric,Latvia,2018,0.0
Hybrid diesel-electric,Latvia,2019,0.0
Hybrid diesel-electric,Latvia,2020,0.0
Hybrid diesel-electric,Latvia,2022,839.0
Hybrid diesel-electric,Latvia,2023,1029.0
Hybrid diesel-electric,Latvia,2024,1202.0
Hybrid diesel-electric,Malta,2015,3.0
Hybrid diesel-electric,Malta,2016,2.0
Hybrid diesel-electric,Malta,2017,3.0
Hybrid diesel-electric,Malta,2018,3.0
Hybrid diesel-electric,Malta,2019,14.0
Hybrid diesel-electric,Malta,2020,26.0
Hybrid diesel-electric,Malta,2021,67.0
Hybrid diesel-electric,Malta,2022,81.0
Hybrid diesel-electric,Malta,2023,85.0
Hybrid diesel-electric,Malta,2024,70.0
Hybrid diesel-electric,Netherlands,2024,0.0
Hybrid diesel-electric,Norway,2016,91.0
Hybrid diesel-electric,Norway,2017,28.0
Hybrid diesel-electric,Norway,2018,85.0
Hybrid diesel-electric,Norway,2019,550.0
Hybrid diesel-electric,Norway,2020,706.0
Hybrid diesel-electric,Norway,2021,815.0
Hybrid diesel-electric,Norway,2022,645.0
Hybrid diesel-electric,Norway,2023,459.0
Hybrid diesel-electric,Norway,2024,191.0
Hybrid diesel-electric,Poland,2013,234.0
Hybrid diesel-electric,Poland,2014,486.0
Hybrid diesel-electric,Poland,2015,713.0
Hybrid diesel-electric,Poland,2016,1263.0
Hybrid diesel-electric,Poland,2017,2113.0
Hybrid diesel-electric,Poland,2018,3038.0
Hybrid diesel-electric,Poland,2019,5238.0
Hybrid diesel-electric,Poland,2020,8003.0
Hybrid diesel-electric,Poland,2021,13309.0
Hybrid diesel-electric,Poland,2022,12303.0
Hybrid diesel-electric,Poland,2023,17173.0
Hybrid diesel-electric,Poland,2024,23253.0
Hybrid diesel-electric,Portugal,2017,394.0
Hybrid diesel-electric,Portugal,2018,637.0
Hybrid diesel-electric,Portugal,2019,910.0
Hybrid diesel-electric,Portugal,2020,2403.0
Hybrid diesel-electric,Portugal,2021,4151.0
Hybrid diesel-electric,Portugal,2022,4192.0
Hybrid diesel-electric,Portugal,2023,3790.0
Hybrid diesel-electric,Portugal,2024,3333.0
Hybrid diesel-electric,Romania,2013,20.0
Hybrid diesel-electric,Romania,2014,23.0
Hybrid diesel-electric,Romania,2015,43.0
Hybrid diesel-electric,Romania,2016,105.0
Hybrid diesel-electric,Romania,2017,199.0
Hybrid diesel-electric,Romania,2018,132.0
Hybrid diesel-electric,Romania,2019,713.0
Hybrid diesel-electric,Romania,2020,1054.0
Hybrid diesel-electric,Romania,2021,3350.0
Hybrid diesel-electric,Romania,2022,2499.0
Hybrid diesel-electric,Romania,2023,3860.0
Hybrid diesel-electric,Romania,2024,3725.0
Hybrid diesel-electric,Serbia,2019,24.0
Hybrid diesel-electric,Serbia,2020,350.0
Hybrid diesel-electric,Serbia,2021,1390.0
Hybrid diesel-electric,Serbia,2022,2170.0
Hybrid diesel-electric,Serbia,2023,2902.0
Hybrid diesel-electric,Serbia,2024,3782.0
Hybrid diesel-electric,Sweden,2013,473.0
Hybrid diesel-electric,Sweden,2014,261.0
Hybrid diesel-electric,Sweden,2015,135.0
Hybrid diesel-electric,Sweden,2016,17.0
Hybrid diesel-electric,Sweden,2017,17.0
Hybrid diesel-electric,Sweden,2018,9.0
Hybrid diesel-electric,Sweden,2019,56.0
Hybrid diesel-electric,Sweden,2020,10879.0
Hybrid diesel-electric,Sweden,2021,22825.0
Hybrid diesel-electric,Sweden,2022,15433.0
Hybrid diesel-electric,Sweden,2023,0.0
Hybrid diesel-electric,Sweden,2024,0.0
Hybrid diesel-electric,Slovakia,2022,2742.0
Hybrid diesel-electric,Slovakia,2023,3821.0
Hybrid diesel-electric,Slovakia,2024,4445.0
Hybrid diesel-electric,Türkiye,2014,1.0
Hybrid diesel-electric,Türkiye,2015,72.0
Hybrid diesel-electric,Türkiye,2016,48.0
Hybrid diesel-electric,Türkiye,2017,9.0
Hybrid diesel-electric,Türkiye,2018,103.0
Hybrid diesel-electric,Türkiye,2019,934.0
Hybrid diesel-electric,Türkiye,2020,1610.0
Hybrid diesel-electric,Türkiye,2021,4971.0
Hybrid diesel-electric,Türkiye,2022,5984.0
Hybrid diesel-electric,Türkiye,2023,9180.0
Hybrid diesel-electric,Türkiye,2024,7750.0
Hybrid diesel-electric,Ukraine,2019,2546.0
Hybrid diesel-electric,Ukraine,2020,828.0
Hybrid diesel-electric,Ukraine,2021,2282.0
Hybrid diesel-electric,Ukraine,2022,1154.0
Hybrid diesel-electric,Ukraine,2023,2546.0
Hybrid diesel-electric,Ukraine,2024,2878.0
Hybrid diesel-electric,United Kingdom,2015,3759.0
Hybrid diesel-electric,United Kingdom,2016,1795.0
Hybrid diesel-electric,United Kingdom,2017,783.0
Hybrid diesel-electric,United Kingdom,2018,223.0
Hybrid diesel-electric,United Kingdom,2021,30898.0
Hybrid diesel-electric,United Kingdom,2022,26643.0
Hybrid diesel-electric,United Kingdom,2023,18731.0
Hybrid diesel-electric,Kosovo*,2018,28.0
Hybrid diesel-electric,Kosovo*,2019,0.0
Hybrid diesel-electric,Kosovo*,2021,28.0
Plug-in hybrid diesel-electric  ,Albania,2020,0.0
Plug-in hybrid diesel-electric  ,Austria,2013,30.0
Plug-in hybrid diesel-electric  ,Austria,2014,103.0
Plug-in hybrid diesel-electric  ,Austria,2015,170.0
Plug-in hybrid diesel-electric  ,Austria,2016,150.0
Plug-in hybrid diesel-electric  ,Austria,2017,89.0
Plug-in hybrid diesel-electric  ,Austria,2018,40.0
Plug-in hybrid diesel-electric  ,Austria,2019,45.0
Plug-in hybrid diesel-electric  ,Austria,2020,439.0
Plug-in hybrid diesel-electric  ,Austria,2021,1026.0
Plug-in hybrid diesel-electric  ,Austria,2022,802.0
Plug-in hybrid diesel-electric  ,Austria,2023,694.0
Plug-in hybrid diesel-electric  ,Austria,2024,1867.0
Plug-in hybrid diesel-electric  ,Bosnia and Herzegovina,2013,0.0
Plug-in hybrid diesel-electric  ,Bosnia and Herzegovina,2015,0.0
Plug-in hybrid diesel-electric  ,Bosnia and Herzegovina,2017,0.0
Plug-in hybrid diesel-electric  ,Bosnia and Herzegovina,2019,0.0
Plug-in hybrid diesel-electric  ,Bosnia and Herzegovina,2021,0.0
Plug-in hybrid diesel-electric  ,Belgium,2023,6040.0
Plug-in hybrid diesel-electric  ,Belgium,2024,4036.0
Plug-in hybrid diesel-electric  ,Bulgaria,2024,0.0
Plug-in hybrid diesel-electric  ,Switzerland,2013,261.0
Plug-in hybrid diesel-electric  ,Switzerland,2014,208.0
Plug-in hybrid diesel-electric  ,Switzerland,2015,266.0
Plug-in hybrid diesel-electric  ,Switzerland,2016,145.0
Plug-in hybrid diesel-electric  ,Switzerland,2017,100.0
Plug-in hybrid diesel-electric  ,Switzerland,2018,61.0
Plug-in hybrid diesel-electric  ,Switzerland,2019,10.0
Plug-in hybrid diesel-electric  ,Switzerland,2020,161.0
Plug-in hybrid diesel-electric  ,Switzerland,2021,572.0
Plug-in hybrid diesel-electric  ,Switzerland,2022,272.0
Plug-in hybrid diesel-electric  ,Switzerland,2023,4.0
Plug-in hybrid diesel-electric  ,Switzerland,2024,1.0
Plug-in hybrid diesel-electric  ,Czechia,2022,281.0
Plug-in hybrid diesel-electric  ,Czechia,2023,470.0
Plug-in hybrid diesel-electric  ,Czechia,2024,432.0
Plug-in hybrid diesel-electric  ,Germany,2017,1191.0
Plug-in hybrid diesel-electric  ,Germany,2018,583.0
Plug-in hybrid diesel-electric  ,Germany,2019,7432.0
Plug-in hybrid diesel-electric  ,Germany,2020,22431.0
Plug-in hybrid diesel-electric  ,Germany,2021,23581.0
Plug-in hybrid diesel-electric  ,Germany,2022,17009.0
Plug-in hybrid diesel-electric  ,Germany,2023,9109.0
Plug-in hybrid diesel-electric  ,Germany,2024,17250.0
Plug-in hybrid diesel-electric  ,Denmark,2014,1.0
Plug-in hybrid diesel-electric  ,Denmark,2015,0.0
Plug-in hybrid diesel-electric  ,Denmark,2016,5.0
Plug-in hybrid diesel-electric  ,Denmark,2017,1.0
Plug-in hybrid diesel-electric  ,Denmark,2018,1.0
Plug-in hybrid diesel-electric  ,Denmark,2019,113.0
Plug-in hybrid diesel-electric  ,Denmark,2020,488.0
Plug-in hybrid diesel-electric  ,Denmark,2021,1128.0
Plug-in hybrid diesel-electric  ,Denmark,2022,849.0
Plug-in hybrid diesel-electric  ,Denmark,2023,273.0
Plug-in hybrid diesel-electric  ,Denmark,2024,110.0
Plug-in hybrid diesel-electric  ,Estonia,2021,18.0
Plug-in hybrid diesel-electric  ,Estonia,2022,29.0
Plug-in hybrid diesel-electric  ,Estonia,2023,20.0
Plug-in hybrid diesel-electric  ,Estonia,2024,26.0
Plug-in hybrid diesel-electric  ,Greece,2023,361.0
Plug-in hybrid diesel-electric  ,Greece,2024,344.0
Plug-in hybrid diesel-electric  ,Spain,2014,23.0
Plug-in hybrid diesel-electric  ,Spain,2015,9.0
Plug-in hybrid diesel-electric  ,Spain,2016,10.0
Plug-in hybrid diesel-electric  ,Spain,2017,8.0
Plug-in hybrid diesel-electric  ,Spain,2018,6.0
Plug-in hybrid diesel-electric  ,Spain,2019,77.0
Plug-in hybrid diesel-electric  ,Spain,2020,1252.0
Plug-in hybrid diesel-electric  ,Spain,2021,2169.0
Plug-in hybrid diesel-electric  ,Spain,2022,2129.0
Plug-in hybrid diesel-electric  ,Spain,2023,1742.0
Plug-in hybrid diesel-electric  ,Spain,2024,4528.0
Plug-in hybrid diesel-electric  ,Finland,2014,51.0
Plug-in hybrid diesel-electric  ,Finland,2015,15.0
Plug-in hybrid diesel-electric  ,Finland,2016,93.0
Plug-in hybrid diesel-electric  ,Finland,2017,152.0
Plug-in hybrid diesel-electric  ,Finland,2018,135.0
Plug-in hybrid diesel-electric  ,Finland,2019,159.0
Plug-in hybrid diesel-electric  ,Finland,2020,435.0
Plug-in hybrid diesel-electric  ,Finland,2021,620.0
Plug-in hybrid diesel-electric  ,Finland,2022,401.0
Plug-in hybrid diesel-electric  ,Finland,2023,220.0
Plug-in hybrid diesel-electric  ,Finland,2024,196.0
Plug-in hybrid diesel-electric  ,France,2013,241.0
Plug-in hybrid diesel-electric  ,France,2014,186.0
Plug-in hybrid diesel-electric  ,France,2015,90.0
Plug-in hybrid diesel-electric  ,France,2016,261.0
Plug-in hybrid diesel-electric  ,France,2017,288.0
Plug-in hybrid diesel-electric  ,France,2018,246.0
Plug-in hybrid diesel-electric  ,France,2019,779.0
Plug-in hybrid diesel-electric  ,France,2020,2396.0
Plug-in hybrid diesel-electric  ,France,2021,7236.0
Plug-in hybrid diesel-electric  ,France,2022,6240.0
Plug-in hybrid diesel-electric  ,France,2023,4463.0
Plug-in hybrid diesel-electric  ,France,2024,4032.0
Plug-in hybrid diesel-electric  ,Georgia,2024,0.0
Plug-in hybrid diesel-electric  ,Hungary,2013,0.0
Plug-in hybrid diesel-electric  ,Hungary,2014,0.0
Plug-in hybrid diesel-electric  ,Hungary,2020,336.0
Plug-in hybrid diesel-electric  ,Hungary,2021,645.0
Plug-in hybrid diesel-electric  ,Hungary,2022,643.0
Plug-in hybrid diesel-electric  ,Hungary,2023,738.0
Plug-in hybrid diesel-electric  ,Hungary,2024,758.0
Plug-in hybrid diesel-electric  ,Ireland,2017,3.0
Plug-in hybrid diesel-electric  ,Ireland,2018,10.0
Plug-in hybrid diesel-electric  ,Ireland,2019,4.0
Plug-in hybrid diesel-electric  ,Ireland,2020,34.0
Plug-in hybrid diesel-electric  ,Ireland,2021,271.0
Plug-in hybrid diesel-electric  ,Ireland,2022,574.0
Plug-in hybrid diesel-electric  ,Ireland,2023,302.0
Plug-in hybrid diesel-electric  ,Ireland,2024,329.0
Plug-in hybrid diesel-electric  ,Iceland,2017,123.0
Plug-in hybrid diesel-electric  ,Iceland,2018,209.0
Plug-in hybrid diesel-electric  ,Iceland,2019,167.0
Plug-in hybrid diesel-electric  ,Iceland,2020,104.0
Plug-in hybrid diesel-electric  ,Iceland,2021,179.0
Plug-in hybrid diesel-electric  ,Iceland,2022,137.0
Plug-in hybrid diesel-electric  ,Iceland,2023,64.0
Plug-in hybrid diesel-electric  ,Iceland,2024,60.0
Plug-in hybrid diesel-electric  ,Italy,2021,8894.0
Plug-in hybrid diesel-electric  ,Italy,2022,8232.0
Plug-in hybrid diesel-electric  ,Italy,2023,8789.0
Plug-in hybrid diesel-electric  ,Italy,2024,6595.0
Plug-in hybrid diesel-electric  ,Luxembourg,2013,0.0
Plug-in hybrid diesel-electric  ,Luxembourg,2014,0.0
Plug-in hybrid diesel-electric  ,Luxembourg,2015,0.0
Plug-in hybrid diesel-electric  ,Luxembourg,2016,0.0
Plug-in hybrid diesel-electric  ,Luxembourg,2017,14.0
Plug-in hybrid diesel-electric  ,Luxembourg,2018,10.0
Plug-in hybrid diesel-electric  ,Luxembourg,2019,69.0
Plug-in hybrid diesel-electric  ,Luxembourg,2020,320.0
Plug-in hybrid diesel-electric  ,Luxembourg,2021,619.0
Plug-in hybrid diesel-electric  ,Luxembourg,2022,410.0
Plug-in hybrid diesel-electric  ,Luxembourg,2023,168.0
Plug-in hybrid diesel-electric  ,Luxembourg,2024,184.0
Plug-in hybrid diesel-electric  ,Latvia,2014,0.0
Plug-in hybrid diesel-electric  ,Latvia,2015,0.0
Plug-in hybrid diesel-electric  ,Latvia,2016,0.0
Plug-in hybrid diesel-electric  ,Latvia,2018,0.0
Plug-in hybrid diesel-electric  ,Latvia,2019,0.0
Plug-in hybrid diesel-electric  ,Latvia,2020,0.0
Plug-in hybrid diesel-electric  ,Latvia,2024,0.0
Plug-in hybrid diesel-electric  ,Malta,2019,0.0
Plug-in hybrid diesel-electric  ,Malta,2020,0.0
Plug-in hybrid diesel-electric  ,Malta,2021,5.0
Plug-in hybrid diesel-electric  ,Malta,2022,10.0
Plug-in hybrid diesel-electric  ,Malta,2023,16.0
Plug-in hybrid diesel-electric  ,Malta,2024,16.0
